# k h/Mpc P_21,desi mK^2 (h^-1 Mpc )^3, redshift z=135.000000
5.304404648946683259e-03 2.680009881361335829e+03
1.670107958436537615e-02 3.604061266756122222e+03
2.809775451978407251e-02 2.246462475306027955e+03
3.949442945520276194e-02 1.129996321321368214e+03
5.089110439062145830e-02 5.941435457865892431e+02
6.228777932604015466e-02 3.529541063811127515e+02
7.368445426145885102e-02 2.204790011778531778e+02
8.508112919687754738e-02 1.351887226144742442e+02
9.647780413229624374e-02 8.394696653100285744e+01
1.078744790677149401e-01 5.659268221245902453e+01
1.192711540031336365e-01 4.212327456252081959e+01
1.306678289385523328e-01 3.233553575053302609e+01
