# k h/Mpc P_2 mK^2 (h^-1 Mpc )^3, redshift z=0.250000
5.989855398593289977e-03 8.527478608802192639e+01
1.892386503868707243e-02 1.240009190966614483e+02
3.185787467878085227e-02 9.695789761307179333e+01
4.479188431887463906e-02 7.130534912861816110e+01
5.772589395896841891e-02 5.953171489053136156e+01
7.065990359906219875e-02 5.233696400245543146e+01
8.359391323915597860e-02 4.285838706431091794e+01
9.652792287924975845e-02 3.361623077826806139e+01
1.094619325193435383e-01 2.819119355127590154e+01
1.223959421594373181e-01 2.581158176581875807e+01
1.353299517995311119e-01 2.335427216071464329e+01
1.482639614396248917e-01 1.982803442351126222e+01
1.611979710797186716e-01 1.650523701297234780e+01
1.741319807198124514e-01 1.449123772666339249e+01
1.870659903599062313e-01 1.329936104300578847e+01
2.000000000000000111e-01 1.200667941409997042e+01
