# k h/Mpc P_2 mK^2 (h^-1 Mpc )^3, redshift z=2.250000
1.852782754721341062e-03 3.161335015782049140e+02
5.857345417212482357e-03 9.039633959245002188e+02
9.861908079703624735e-03 1.381094930384742383e+03
1.386647074219476625e-02 1.600182734497755064e+03
1.787103340468590776e-02 1.524202829589688008e+03
2.187559606717704927e-02 1.272711404604670633e+03
2.588015872966819078e-02 9.844492625825714640e+02
2.988472139215933229e-02 7.352919085447815633e+02
3.388928405465047033e-02 5.449704966388532057e+02
3.789384671714161185e-02 4.074673301280660667e+02
4.189840937963275336e-02 3.103916384961125914e+02
4.590297204212389487e-02 2.419210465112037696e+02
4.990753470461503638e-02 1.934301882195267126e+02
5.391209736710617789e-02 1.582675249856380333e+02
5.791666002959731940e-02 1.317538614653830678e+02
6.192122269208846091e-02 1.110381691476503647e+02
6.592578535457960243e-02 9.426393271129053630e+01
6.993034801707075088e-02 8.018595825016353729e+01
