# k h/Mpc P_21,desi mK^2 (h^-1 Mpc )^3, redshift z=155.000000
5.182786129629430444e-03 2.775115838623418313e+03
1.685851502703810539e-02 3.539392314275513854e+03
2.853424392444677687e-02 1.943369161825839456e+03
4.020997282185545529e-02 8.692007556554895018e+02
5.188570171926412677e-02 4.305138143165698921e+02
6.356143061667279825e-02 2.509764797751150525e+02
7.523715951408146974e-02 1.546061279230206651e+02
8.691288841149014122e-02 9.337641245645993138e+01
9.858861730889881270e-02 5.777222503612739501e+01
1.102643462063074842e-01 3.935495981510042895e+01
