# k h/Mpc P_21,desi mK^2 (h^-1 Mpc )^3, redshift z=115.000000
5.493285779773156297e-03 2.579134293549482209e+03
1.731525741804283008e-02 3.534488231809420540e+03
2.913722905631250040e-02 2.319031412835987794e+03
4.095920069458217072e-02 1.257358520326945609e+03
5.278117233285184451e-02 7.128985550466368295e+02
6.460314397112151830e-02 4.398388955068990640e+02
7.642511560939119208e-02 2.731148791133606437e+02
8.824708724766086587e-02 1.644548555639204039e+02
1.000690588859305397e-01 1.023626062148544236e+02
1.118910305242002134e-01 7.075338760292868301e+01
1.237130021624698872e-01 5.333776726054159667e+01
1.355349738007395333e-01 4.032393203813244753e+01
1.473569454390092071e-01 2.947831905307608835e+01
1.591789170772788808e-01 2.148485125068379276e+01
