# k h/Mpc P_0 mK^2 (h^-1 Mpc )^3, redshift z=2.250000
1.852782754721341062e-03 5.751229186203404424e+02
5.857345417212482357e-03 1.228898792922898792e+03
9.861908079703624735e-03 1.231337870663280910e+03
1.386647074219476625e-02 9.431266888848520011e+02
1.787103340468590776e-02 6.382364374419481692e+02
2.187559606717704927e-02 4.162852829275093427e+02
2.588015872966819078e-02 2.746086421287994312e+02
2.988472139215933229e-02 1.862344612155592642e+02
3.388928405465047033e-02 1.300866022873337045e+02
3.789384671714161185e-02 9.357963629298407682e+01
4.189840937963275336e-02 6.940019413145948590e+01
4.590297204212389487e-02 5.304549698566636806e+01
4.990753470461503638e-02 4.179320103139958320e+01
5.391209736710617789e-02 3.380800844824715767e+01
5.791666002959731940e-02 2.789136413646047075e+01
6.192122269208846091e-02 2.333557823495332428e+01
6.592578535457960243e-02 1.969274739447986988e+01
6.993034801707075088e-02 1.666924348918116294e+01
