# k h/Mpc P_0 mK^2 (h^-1 Mpc )^3, redshift z=0.820000
2.247894365647755410e-03 1.980725336940664363e+02
6.846780543190831084e-03 4.469989033364234388e+02
1.144566672073390676e-02 5.476178558357438533e+02
1.604455289827698417e-02 5.548046342825390411e+02
2.064343907582005810e-02 5.073098132749686329e+02
2.524232525336313204e-02 4.342420950066720593e+02
2.984121143090620945e-02 3.560677455366487152e+02
3.444009760844928686e-02 2.849447930159649900e+02
3.903898378599236080e-02 2.261257172286386208e+02
4.363786996353543474e-02 1.802191378329147540e+02
4.823675614107850868e-02 1.453440876995361748e+02
5.283564231862158955e-02 1.191345482900873094e+02
5.743452849616466349e-02 9.878789288865304741e+01
6.203341467370773743e-02 8.249282295190040770e+01
6.663230085125082525e-02 6.903789113284753398e+01
7.123118702879388531e-02 5.758256272611489379e+01
7.583007320633697312e-02 4.767312967829589354e+01
8.042895938388003318e-02 3.917438603622193938e+01
8.502784556142312100e-02 3.205646040946440678e+01
8.962673173896618106e-02 2.625393431572564396e+01
9.422561791650926888e-02 2.163421677069568716e+01
9.882450409405235670e-02 1.803274366234952453e+01
1.034233902715954168e-01 1.527555548312265365e+01
1.080222764491385046e-01 1.318344687110512403e+01
1.126211626266815646e-01 1.157995167515563395e+01
1.172200488042246525e-01 1.030803824908255351e+01
1.218189349817677125e-01 9.244129582808659151e+00
1.264178211593108003e-01 8.303556039157834689e+00
1.310167073368538881e-01 7.437503976592623189e+00
1.356155935143969482e-01 6.625006629948624770e+00
1.402144796919400360e-01 5.864555552554393536e+00
1.448133658694830961e-01 5.164196579159665568e+00
1.494122520470261839e-01 4.533806612618243470e+00
1.540111382245692717e-01 3.982041135872469440e+00
1.586100244021123318e-01 3.513300170704968917e+00
1.632089105796554196e-01 3.126530415255059481e+00
1.678077967571984797e-01 2.812228886475531375e+00
1.724066829347415675e-01 2.557394745853765805e+00
1.770055691122846275e-01 2.346424324687715224e+00
1.816044552898277153e-01 2.166166415777873500e+00
1.862033414673707754e-01 2.005881403654152351e+00
1.908022276449138632e-01 1.857508955911515214e+00
1.954011138224569510e-01 1.715158833228823898e+00
2.000000000000000111e-01 1.576852168013767708e+00
